App bundle	App name	Screen id	Question	Answer	Answer Type
com.apple.weather	Weather	1707083741	How many checkboxes are on the screen?	0	number
com.apple.weather	Weather	1707083741	What is the temperature for 'My Location' in celsius?	9	number
com.apple.weather	Weather	1707083741	Is the search bar currently selected?	Yes	yes/no
org.zotero.zotero	Zotero	1707127355	How many vertical view sections are presented on this screen?	3	number
org.zotero.zotero	Zotero	1707127355	How many seach bars are on the screen?	2	number
org.zotero.zotero	Zotero	1707127414	Can this screen be scrolled?	Yes	yes/no
org.zotero.zotero	Zotero	1707127414	What is the title of this screen?	2106.13884.pdf	string
org.zotero.zotero	Zotero	1707127414	How many tabs are available are on the screen?	2	number
org.zotero.zotero	Zotero	1707127355	How many documents are listed in the 'Representation Learning' folder?	5	number
us.zoom.xos	us.zoom.xos	1707156708	Where to click to start searching?	[(404, 24), (674, 80)]	coordinates
us.zoom.xos	us.zoom.xos	1707156708	I want to start a meeting, where should I click?	[(40, 256), (160, 376)]	coordinates
us.zoom.xos	us.zoom.xos	1707156708	What time is displayed on the screen?	19:11	string
